0
ELAPSED: 93.84435153007507
wrote to ../../heightmaps/mp_eroded_50000_heightmap1.png
         34583490 function calls (34518688 primitive calls) in 97.285 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      230    0.001    0.000    0.001    0.000 {method 'is_package' of 'zipimport.zipimporter' objects}
      326    0.001    0.000    0.102    0.000 __init__.py:2047(find_on_path)
      326    0.001    0.000    0.011    0.000 group.py:299(set_container)
      595    0.001    0.000    0.025    0.000 textwrap.py:368(wrap)
        1    0.001    0.001    0.001    0.001 codata.py:1510(parse_constants_2018toXXXX)
      145    0.001    0.000    0.003    0.000 deprecation.py:168(deprecate)
      320    0.001    0.000    0.001    0.000 {built-in method zlib.crc32}
     5501    0.001    0.000    0.001    0.000 {method 'default_value_for' of 'traits.ctraits.cTrait' objects}
     3856    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
      651    0.001    0.000    0.001    0.000 view_element.py:205(<listcomp>)
     1433    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
      651    0.001    0.000    0.001    0.000 has_traits.py:405(<listcomp>)
      348    0.001    0.000    0.001    0.000 trait_types.py:3416(init_fast_validate)
       12    0.001    0.000    0.001    0.000 artist.py:1273(<listcomp>)
      526    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      155    0.001    0.000    0.005    0.000 trait_types.py:2431(__init__)
     1732    0.001    0.000    0.001    0.000 traits_listener.py:1194(__init__)
        4    0.001    0.000    0.001    0.000 {built-in method gc.collect}
  243/167    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
     2210    0.001    0.000    0.001    0.000 inspect.py:504(_is_wrapper)
     2306    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
      651    0.001    0.000    0.002    0.000 view_element.py:202(_indent)
  225/223    0.001    0.000    0.007    0.000 traits.py:422(do_list)
       75    0.001    0.000    0.029    0.000 auto_doc.py:43(traits_doc)
  698/576    0.001    0.000    0.024    0.000 pyparsing.py:3737(parseImpl)
     1976    0.001    0.000    0.001    0.000 has_traits.py:592(<lambda>)
      175    0.001    0.000    0.001    0.000 trait_type.py:260(clone)
      745    0.001    0.000    0.001    0.000 has_traits.py:3184(_post_init_trait_listeners)
        1    0.001    0.001    0.029    0.029 backend_qt5.py:1(<module>)
      344    0.001    0.000    0.007    0.000 __init__.py:1326(safe_version)
   260/11    0.001    0.000    0.002    0.000 pyparsing.py:1647(_parseNoCache)
      286    0.001    0.000    0.003    0.000 markers.py:214(_evaluate_markers)
      393    0.001    0.000    0.002    0.000 __init__.py:1493(_validate_resource_path)
     1474    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:143(__init__)
     2702    0.001    0.000    0.001    0.000 {method 'set_validate' of 'traits.ctraits.cTrait' objects}
     2456    0.001    0.000    0.001    0.000 ntpath.py:34(_get_bothseps)
      476    0.001    0.000    0.001    0.000 trait_types.py:3325(get_default_value)
      266    0.001    0.000    0.001    0.000 enum.py:836(__and__)
       32    0.001    0.000    0.001    0.000 function_base.py:23(linspace)
      326    0.001    0.000    0.009    0.000 __init__.py:2065(<genexpr>)
      899    0.000    0.000    0.001    0.000 __init__.py:2821(__getattr__)
       11    0.000    0.000    0.041    0.004 artist.py:1386(pprint_setters)
      346    0.000    0.000    0.001    0.000 version.py:236(__str__)
     1450    0.000    0.000    0.003    0.000 re.py:170(match)
      151    0.000    0.000    0.001    0.000 deprecation.py:24(_generate_deprecation_warning)
       70    0.000    0.000    0.007    0.000 __init__.py:1364(_preprocess_data)
     1433    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:792(find_spec)
        3    0.000    0.000    0.003    0.001 metadata.py:3(<module>)
      416    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
     1182    0.000    0.000    0.000    0.000 functools.py:67(wraps)
      610    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       79    0.000    0.000    0.044    0.001 requirements.py:88(__init__)
  792/632    0.000    0.000    0.010    0.000 pyparsing.py:1069(wrapper)
       50    0.000    0.000    0.006    0.000 traceback.py:318(extract)
      316    0.000    0.000    0.015    0.000 overrides.py:166(decorator)
      286    0.000    0.000    0.002    0.000 markers.py:183(_eval_op)
      233    0.000    0.000    0.000    0.000 pyparsing.py:1400(__init__)
      466    0.000    0.000    0.003    0.000 deprecation.py:9(wrap)
        1    0.000    0.000    0.000    0.000 __init__.py:326(<listcomp>)
2148/1732    0.000    0.000    0.001    0.000 traits_listener.py:507(_wrapped_handler_ref_changed)
2148/1732    0.000    0.000    0.001    0.000 traits_listener.py:513(_dispatch_changed)
  277/189    0.000    0.000    0.004    0.000 pyparsing.py:3939(parseImpl)
      371    0.000    0.000    0.001    0.000 pyparsing.py:668(<listcomp>)
     1676    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      393    0.000    0.000    0.005    0.000 __init__.py:1487(_fn)
      107    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
       47    0.000    0.000    0.188    0.004 __init__.py:1(<module>)
      966    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
     1187    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
       19    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      595    0.000    0.000    0.009    0.000 textwrap.py:160(_split)
       32    0.000    0.000    0.004    0.000 colors.py:776(from_list)
      881    0.000    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      616    0.000    0.000    0.002    0.000 ntpath.py:201(splitext)
      616    0.000    0.000    0.002    0.000 _inspect.py:96(getargspec)
     2481    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      654    0.000    0.000    0.005    0.000 version.py:74(__init__)
      830    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
      781    0.000    0.000    0.001    0.000 trait_handlers.py:327(validate)
      651    0.000    0.000    0.001    0.000 view_element.py:195(<listcomp>)
     1126    0.000    0.000    0.002    0.000 colors.py:124(_is_nth_color)
        1    0.000    0.000   97.286   97.286 multiprocessed_erosion.py:1(<module>)
       79    0.000    0.000    0.045    0.001 __init__.py:3107(__init__)
    113/6    0.000    0.000    0.001    0.000 pyparsing.py:3319(streamline)
        1    0.000    0.000    0.000    0.000 base.py:58(spmatrix)
      429    0.000    0.000    0.001    0.000 sre_parse.py:343(_escape)
     5011    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       75    0.000    0.000    0.001    0.000 trait_handlers.py:811(set_validate)
      132    0.000    0.000    0.001    0.000 trait_numeric.py:136(validate)
      671    0.000    0.000    0.011    0.000 trait_list_object.py:214(notify)
     1716    0.000    0.000    0.000    0.000 trait_base.py:112(__ne__)
      102    0.000    0.000    0.001    0.000 pyparsing.py:433(__delitem__)
      102    0.000    0.000    0.002    0.000 pyparsing.py:4268(postParse)
       19    0.000    0.000    0.003    0.000 feedparser.py:218(_parsegen)
      428    0.000    0.000    0.004    0.000 rcsetup.py:360(validate_color)
      115    0.000    0.000    0.000    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
      182    0.000    0.000    0.002    0.000 __init__.py:2879(insert_on)
     1304    0.000    0.000    0.001    0.000 view_element.py:134(_option)
       56    0.000    0.000    0.015    0.000 __init__.py:770(_open_file_or_url)
     2700    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        9    0.000    0.000    0.001    0.000 feedparser.py:471(_parse_headers)
     2168    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
      158    0.000    0.000    0.000    0.000 ctrait.py:56(default)
  316/258    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
  250/153    0.000    0.000    0.001    0.000 _generated_parser.py:181(deserialize)
     1025    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
      595    0.000    0.000    0.024    0.000 textwrap.py:342(wrap)
      110    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
      445    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      308    0.000    0.000    0.011    0.000 __init__.py:2042(<listcomp>)
      442    0.000    0.000    0.001    0.000 _collections_abc.py:790(pop)
      108    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      368    0.000    0.000    0.001    0.000 pyparsing.py:2707(parseImpl)
      425    0.000    0.000    0.001    0.000 artist.py:1363(aliased_name)
      308    0.000    0.000    0.008    0.000 __init__.py:2574(__init__)
        1    0.000    0.000    0.000    0.000 model.py:341(StructOrUnion)
   125/89    0.000    0.000    0.510    0.006 <frozen importlib._bootstrap>:634(_load_backward_compatible)
      179    0.000    0.000    0.001    0.000 view_element.py:144(_parse_style)
       90    0.000    0.000    0.071    0.001 view.py:345(__init__)
     1412    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      318    0.000    0.000    0.007    0.000 trait_type.py:435(instantiate_and_get_ctrait)
      346    0.000    0.000    0.000    0.000 sre_parse.py:408(_uniq)
       78    0.000    0.000    0.669    0.009 tvtk_helper.py:20(get_module)
      222    0.000    0.000    0.001    0.000 pyparsing.py:755(copy)
     1756    0.000    0.000    0.001    0.000 trait_list_object.py:210(<genexpr>)
      266    0.000    0.000    0.019    0.000 sre_compile.py:598(_code)
      182    0.000    0.000    0.000    0.000 __init__.py:2905(<listcomp>)
      274    0.000    0.000    0.003    0.000 function_base.py:451(add_newdoc)
      595    0.000    0.000    0.002    0.000 textwrap.py:146(_munge_whitespace)
       90    0.000    0.000    0.070    0.001 view.py:351(set_content)
      308    0.000    0.000    0.012    0.000 __init__.py:2036(_by_version)
        2    0.000    0.000    0.001    0.000 style.py:61(__new__)
      188    0.000    0.000    0.000    0.000 colors.py:850(<listcomp>)
      131    0.000    0.000    0.671    0.005 tvtk_helper.py:42(get_class)
       80    0.000    0.000    0.008    0.000 state_pickler.py:655(_do_numeric)
     1342    0.000    0.000    0.000    0.000 version.py:244(<genexpr>)
      975    0.000    0.000    0.002    0.000 {built-in method builtins.all}
      348    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
      595    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
  236/147    0.000    0.000    0.013    0.000 group.py:348(<listcomp>)
      107    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
      671    0.000    0.000    0.000    0.000 trait_list_object.py:45(__init__)
      130    0.000    0.000    0.001    0.000 inspect.py:1799(_signature_bound_method)
      269    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
       62    0.000    0.000    0.000    0.000 trait_types.py:1981(__init__)
      499    0.000    0.000    0.002    0.000 re.py:185(sub)
        9    0.000    0.000    0.033    0.004 __init__.py:654(<genexpr>)
       80    0.000    0.000    0.001    0.000 gzip.py:123(__init__)
     1452    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:719(find_spec)
      471    0.000    0.000    0.003    0.000 pyparsing.py:1167(copy)
      200    0.000    0.000    0.001    0.000 pyparsing.py:2813(parseImpl)
  202/192    0.000    0.000    0.030    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
     1420    0.000    0.000    0.001    0.000 version.py:53(__eq__)
      560    0.000    0.000    0.000    0.000 gzip.py:80(read)
     1398    0.000    0.000    0.001    0.000 version.py:47(__lt__)
      383    0.000    0.000    0.000    0.000 trait_base.py:256(get_module_name)
      651    0.000    0.000    0.000    0.000 has_traits.py:410(<listcomp>)
     3044    0.000    0.000    0.000    0.000 trait_type.py:206(init)
      371    0.000    0.000    0.000    0.000 common.py:179(_repl)
     2269    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
      115    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1459(_fix_up_module)
        4    0.000    0.000    1.548    0.387 api.py:2(<module>)
       20    0.000    0.000    0.104    0.005 __init__.py:611(add_entry)
      133    0.000    0.000    0.001    0.000 pyparsing.py:3260(__init__)
       87    0.000    0.000    0.000    0.000 docstring.py:38(__call__)
     1304    0.000    0.000    0.000    0.000 {method 'trait_property_changed' of 'traits.ctraits.CHasTraits' objects}
      323    0.000    0.000    0.010    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.002    0.002 pyplot.py:2138(_setup_pyplot_info_docstrings)
  240/239    0.000    0.000    0.025    0.000 pyparsing.py:4003(parseImpl)
      442    0.000    0.000    0.000    0.000 weakiddict.py:48(__delitem__)
      592    0.000    0.000    0.000    0.000 __init__.py:668(__iter__)
      595    0.000    0.000    0.011    0.000 textwrap.py:336(_split_chunks)
      150    0.000    0.000    0.002    0.000 auto_doc.py:15(dedent)
      142    0.000    0.000    0.002    0.000 common.py:172(__call__)
      119    0.000    0.000    0.001    0.000 trait_numeric.py:315(__init__)
      351    0.000    0.000    0.000    0.000 message.py:479(set_raw)
      266    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
     1239    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
     2274    0.000    0.000    0.000    0.000 version.py:298(_parse_letter_version)
      410    0.000    0.000    0.002    0.000 pyparsing.py:1423(copy)
       28    0.000    0.000    0.000    0.000 color_trait.py:23(convert_to_color)
      881    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
      107    0.000    0.000    0.001    0.000 inspect.py:535(_finddoc)
      393    0.000    0.000    0.001    0.000 posixpath.py:64(isabs)
      174    0.000    0.000    0.028    0.000 __init__.py:2204(_handle_ns)
      351    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
       54    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
      812    0.000    0.000    0.000    0.000 trait_types.py:2508(items_event)
       17    0.000    0.000    0.000    0.000 enum.py:177(<setcomp>)
     2337    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
       26    0.000    0.000    0.001    0.000 _backend.py:225(get_defaults)
  279/191    0.000    0.000    0.004    0.000 pyparsing.py:3859(parseImpl)
      157    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
      147    0.000    0.000    0.038    0.000 __init__.py:2785(activate)
      327    0.000    0.000    0.029    0.000 __init__.py:3198(split_sections)
     3648    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      758    0.000    0.000    0.000    0.000 <string>:1(__new__)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
      164    0.000    0.000    0.000    0.000 enum.py:70(__setitem__)
      170    0.000    0.000    0.003    0.000 __init__.py:2495(parse)
      231    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
     2122    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        4    0.000    0.000    0.043    0.011 __init__.py:715(resolve)
